Obs,sampleno,month,day,year,metal,type,siteno,conc1,conc,MDL
417,157,April,18,2019,Co,F,1,0.28,0.28,0.01
418,158,April,18,2019,Co,F,2,0.26,0.26,0.01
419,159,April,18,2019,Co,F,3,0.28,0.28,0.01
420,160,April,18,2019,Co,F,4,0.28,0.28,0.01
421,161,April,18,2019,Co,F,5,0.26,0.26,0.01
422,163,April,18,2019,Co,F,6,0.24,0.24,0.01
423,164,April,18,2019,Co,F,7,0.22,0.22,0.01
424,165,April,18,2019,Co,F,8,0.22,0.22,0.01
425,166,April,18,2019,Co,F,9,0.18,0.18,0.01
426,168,April,18,2019,Co,F,10,0.16,0.16,0.01
427,169,April,18,2019,Co,F,11,0.2,0.2,0.01
428,170,April,18,2019,Co,F,12,0.14,0.14,0.01
429,171,April,18,2019,Co,F,13,0.12,0.12,0.01
430,56,April,18,2019,Co,W,1,0.38,0.38,0.01
431,57,April,18,2019,Co,W,2,0.44,0.44,0.01
432,58,April,18,2019,Co,W,3,0.38,0.38,0.01
433,59,April,18,2019,Co,W,4,0.44,0.44,0.01
434,60,April,18,2019,Co,W,5,0.38,0.38,0.01
435,62,April,18,2019,Co,W,6,0.38,0.38,0.01
436,63,April,18,2019,Co,W,7,0.5,0.5,0.01
437,64,April,18,2019,Co,W,8,0.451612903,0.451612903,0.01
438,65,April,18,2019,Co,W,9,0.4,0.4,0.01
439,66,April,18,2019,Co,W,10,0.580645161,0.580645161,0.01
440,67,April,18,2019,Co,W,11,0.32,0.32,0.01
441,68,April,18,2019,Co,W,12,0.46,0.46,0.01
442,70,April,18,2019,Co,W,13,0.3,0.3,0.01
443,157,April,18,2019,Cr,F,1,BDL,0.016690459,0.033380918
444,158,April,18,2019,Cr,F,2,BDL,0.016690459,0.033380918
445,159,April,18,2019,Cr,F,3,BDL,0.016690459,0.033380918
446,160,April,18,2019,Cr,F,4,BDL,0.016690459,0.033380918
447,161,April,18,2019,Cr,F,5,BDL,0.016690459,0.033380918
448,163,April,18,2019,Cr,F,6,BDL,0.016690459,0.033380918
449,164,April,18,2019,Cr,F,7,BDL,0.016690459,0.033380918
450,165,April,18,2019,Cr,F,8,BDL,0.016690459,0.033380918
451,166,April,18,2019,Cr,F,9,BDL,0.016690459,0.033380918
452,168,April,18,2019,Cr,F,10,BDL,0.016690459,0.033380918
453,169,April,18,2019,Cr,F,11,BDL,0.016690459,0.033380918
454,170,April,18,2019,Cr,F,12,BDL,0.016690459,0.033380918
455,171,April,18,2019,Cr,F,13,BDL,0.016690459,0.033380918
456,56,April,18,2019,Cr,W,1,BDL,0.016690459,0.033380918
457,57,April,18,2019,Cr,W,2,BDL,0.016690459,0.033380918
458,58,April,18,2019,Cr,W,3,BDL,0.016690459,0.033380918
459,59,April,18,2019,Cr,W,4,BDL,0.016690459,0.033380918
460,60,April,18,2019,Cr,W,5,BDL,0.016690459,0.033380918
461,62,April,18,2019,Cr,W,6,BDL,0.016690459,0.033380918
462,63,April,18,2019,Cr,W,7,BDL,0.016690459,0.033380918
463,64,April,18,2019,Cr,W,8,BDL,0.016690459,0.033380918
464,65,April,18,2019,Cr,W,9,BDL,0.016690459,0.033380918
465,66,April,18,2019,Cr,W,10,BDL,0.016690459,0.033380918
466,67,April,18,2019,Cr,W,11,BDL,0.016690459,0.033380918
467,68,April,18,2019,Cr,W,12,BDL,0.016690459,0.033380918
468,70,April,18,2019,Cr,W,13,BDL,0.016690459,0.033380918
469,157,April,18,2019,Cu,F,1,6.42,6.42,0.038172541
470,158,April,18,2019,Cu,F,2,5.68,5.68,0.038172541
471,159,April,18,2019,Cu,F,3,7.06,7.06,0.038172541
472,160,April,18,2019,Cu,F,4,7.36,7.36,0.038172541
473,161,April,18,2019,Cu,F,5,8.08,8.08,0.038172541
474,163,April,18,2019,Cu,F,6,11.54,11.54,0.038172541
475,164,April,18,2019,Cu,F,7,13,13,0.038172541
476,165,April,18,2019,Cu,F,8,12.6,12.6,0.038172541
477,166,April,18,2019,Cu,F,9,9.92,9.92,0.038172541
478,168,April,18,2019,Cu,F,10,8.24,8.24,0.038172541
479,169,April,18,2019,Cu,F,11,10.28,10.28,0.038172541
480,170,April,18,2019,Cu,F,12,6.76,6.76,0.038172541
481,171,April,18,2019,Cu,F,13,4.38,4.38,0.038172541
482,56,April,18,2019,Cu,W,1,19.4,19.4,0.038172541
483,57,April,18,2019,Cu,W,2,22.34,22.34,0.038172541
484,58,April,18,2019,Cu,W,3,22.1,22.1,0.038172541
485,59,April,18,2019,Cu,W,4,29.9,29.9,0.038172541
486,60,April,18,2019,Cu,W,5,35.2,35.2,0.038172541
487,62,April,18,2019,Cu,W,6,37.54,37.54,0.038172541
488,63,April,18,2019,Cu,W,7,43.76,43.76,0.038172541
489,64,April,18,2019,Cu,W,8,42.67741935,42.67741935,0.038172541
490,65,April,18,2019,Cu,W,9,30.52,30.52,0.038172541
491,66,April,18,2019,Cu,W,10,34.35483871,34.35483871,0.038172541
492,67,April,18,2019,Cu,W,11,23.2,23.2,0.038172541
493,68,April,18,2019,Cu,W,12,28.42,28.42,0.038172541
494,70,April,18,2019,Cu,W,13,13.54,13.54,0.038172541
495,157,April,18,2019,Fe,F,1,110.66,110.66,6.700740897
496,158,April,18,2019,Fe,F,2,107.06,107.06,6.700740897
497,159,April,18,2019,Fe,F,3,99.34,99.34,6.700740897
498,160,April,18,2019,Fe,F,4,92.6,92.6,6.700740897
499,161,April,18,2019,Fe,F,5,96.06,96.06,6.700740897
500,163,April,18,2019,Fe,F,6,93.52,93.52,6.700740897
501,164,April,18,2019,Fe,F,7,73.72,73.72,6.700740897
502,165,April,18,2019,Fe,F,8,72.04,72.04,6.700740897
503,166,April,18,2019,Fe,F,9,76.34,76.34,6.700740897
504,168,April,18,2019,Fe,F,10,86.14,86.14,6.700740897
505,169,April,18,2019,Fe,F,11,92.08,92.08,6.700740897
506,170,April,18,2019,Fe,F,12,89.56,89.56,6.700740897
507,171,April,18,2019,Fe,F,13,100.92,100.92,6.700740897
508,56,April,18,2019,Fe,W,1,437,437,6.700740897
509,57,April,18,2019,Fe,W,2,518.4,518.4,6.700740897
510,58,April,18,2019,Fe,W,3,447.8,447.8,6.700740897
511,59,April,18,2019,Fe,W,4,584.6,584.6,6.700740897
512,60,April,18,2019,Fe,W,5,564.4,564.4,6.700740897
513,62,April,18,2019,Fe,W,6,593.8,593.8,6.700740897
514,63,April,18,2019,Fe,W,7,717,717,6.700740897
515,64,April,18,2019,Fe,W,8,749.6774194,749.6774194,6.700740897
516,65,April,18,2019,Fe,W,9,688.2,688.2,6.700740897
517,66,April,18,2019,Fe,W,10,862.5806452,862.5806452,6.700740897
518,67,April,18,2019,Fe,W,11,604.8,604.8,6.700740897
519,68,April,18,2019,Fe,W,12,743,743,6.700740897
520,70,April,18,2019,Fe,W,13,505.8,505.8,6.700740897
521,157,April,18,2019,Mn,F,1,214,214,0.033380918
522,158,April,18,2019,Mn,F,2,203.8,203.8,0.033380918
523,159,April,18,2019,Mn,F,3,140.28,140.28,0.033380918
524,160,April,18,2019,Mn,F,4,107.82,107.82,0.033380918
525,161,April,18,2019,Mn,F,5,87.28,87.28,0.033380918
526,163,April,18,2019,Mn,F,6,46.9,46.9,0.033380918
527,164,April,18,2019,Mn,F,7,36.46,36.46,0.033380918
528,165,April,18,2019,Mn,F,8,35.82,35.82,0.033380918
529,166,April,18,2019,Mn,F,9,23.96,23.96,0.033380918
530,168,April,18,2019,Mn,F,10,21.72,21.72,0.033380918
531,169,April,18,2019,Mn,F,11,23.1,23.1,0.033380918
532,170,April,18,2019,Mn,F,12,15.02,15.02,0.033380918
533,171,April,18,2019,Mn,F,13,10.7,10.7,0.033380918
534,56,April,18,2019,Mn,W,1,263.6,263.6,0.033380918
535,57,April,18,2019,Mn,W,2,288,288,0.033380918
536,58,April,18,2019,Mn,W,3,197.38,197.38,0.033380918
537,59,April,18,2019,Mn,W,4,208.4,208.4,0.033380918
538,60,April,18,2019,Mn,W,5,174.96,174.96,0.033380918
539,62,April,18,2019,Mn,W,6,106.02,106.02,0.033380918
540,63,April,18,2019,Mn,W,7,113.82,113.82,0.033380918
541,64,April,18,2019,Mn,W,8,110.1290323,110.1290323,0.033380918
542,65,April,18,2019,Mn,W,9,75.1,75.1,0.033380918
543,66,April,18,2019,Mn,W,10,103.9354839,103.9354839,0.033380918
544,67,April,18,2019,Mn,W,11,64.96,64.96,0.033380918
545,68,April,18,2019,Mn,W,12,79.46,79.46,0.033380918
546,70,April,18,2019,Mn,W,13,51.2,51.2,0.033380918
547,157,April,18,2019,Ni,F,1,0.2,0.2,0.0621059
548,158,April,18,2019,Ni,F,2,BDL,0.03105295,0.0621059
549,159,April,18,2019,Ni,F,3,BDL,0.03105295,0.0621059
550,160,April,18,2019,Ni,F,4,BDL,0.03105295,0.0621059
551,161,April,18,2019,Ni,F,5,BDL,0.03105295,0.0621059
552,163,April,18,2019,Ni,F,6,BDL,0.03105295,0.0621059
553,164,April,18,2019,Ni,F,7,BDL,0.03105295,0.0621059
554,165,April,18,2019,Ni,F,8,BDL,0.03105295,0.0621059
555,166,April,18,2019,Ni,F,9,BDL,0.03105295,0.0621059
556,168,April,18,2019,Ni,F,10,BDL,0.03105295,0.0621059
557,169,April,18,2019,Ni,F,11,BDL,0.03105295,0.0621059
558,170,April,18,2019,Ni,F,12,BDL,0.03105295,0.0621059
559,171,April,18,2019,Ni,F,13,BDL,0.03105295,0.0621059
560,56,April,18,2019,Ni,W,1,0.36,0.36,0.0621059
561,57,April,18,2019,Ni,W,2,0.42,0.42,0.0621059
562,58,April,18,2019,Ni,W,3,0.22,0.22,0.0621059
563,59,April,18,2019,Ni,W,4,0.42,0.42,0.0621059
564,60,April,18,2019,Ni,W,5,BDL,0.03105295,0.0621059
565,62,April,18,2019,Ni,W,6,0.38,0.38,0.0621059
566,63,April,18,2019,Ni,W,7,0.42,0.42,0.0621059
567,64,April,18,2019,Ni,W,8,0.290322581,0.290322581,0.0621059
568,65,April,18,2019,Ni,W,9,0.46,0.46,0.0621059
569,66,April,18,2019,Ni,W,10,0.612903226,0.612903226,0.0621059
570,67,April,18,2019,Ni,W,11,BDL,0.03105295,0.0621059
571,68,April,18,2019,Ni,W,12,0.36,0.36,0.0621059
572,70,April,18,2019,Ni,W,13,BDL,0.03105295,0.0621059
573,157,April,18,2019,Pb,F,1,BDL,0.792800191,1.585600382
574,158,April,18,2019,Pb,F,2,BDL,0.792800191,1.585600382
575,159,April,18,2019,Pb,F,3,BDL,0.792800191,1.585600382
576,160,April,18,2019,Pb,F,4,BDL,0.792800191,1.585600382
577,161,April,18,2019,Pb,F,5,BDL,0.792800191,1.585600382
578,163,April,18,2019,Pb,F,6,BDL,0.792800191,1.585600382
579,164,April,18,2019,Pb,F,7,BDL,0.792800191,1.585600382
580,165,April,18,2019,Pb,F,8,BDL,0.792800191,1.585600382
581,166,April,18,2019,Pb,F,9,BDL,0.792800191,1.585600382
582,168,April,18,2019,Pb,F,10,BDL,0.792800191,1.585600382
583,169,April,18,2019,Pb,F,11,BDL,0.792800191,1.585600382
584,170,April,18,2019,Pb,F,12,BDL,0.792800191,1.585600382
585,171,April,18,2019,Pb,F,13,BDL,0.792800191,1.585600382
586,56,April,18,2019,Pb,W,1,BDL,0.792800191,1.585600382
587,57,April,18,2019,Pb,W,2,BDL,0.792800191,1.585600382
588,58,April,18,2019,Pb,W,3,BDL,0.792800191,1.585600382
589,59,April,18,2019,Pb,W,4,3.8,3.8,1.585600382
590,60,April,18,2019,Pb,W,5,BDL,0.792800191,1.585600382
591,62,April,18,2019,Pb,W,6,3.98,3.98,1.585600382
592,63,April,18,2019,Pb,W,7,4.56,4.56,1.585600382
593,64,April,18,2019,Pb,W,8,BDL,0.792800191,1.585600382
594,65,April,18,2019,Pb,W,9,BDL,0.792800191,1.585600382
595,66,April,18,2019,Pb,W,10,BDL,0.792800191,1.585600382
596,67,April,18,2019,Pb,W,11,3.46,3.46,1.585600382
597,68,April,18,2019,Pb,W,12,3.88,3.88,1.585600382
598,70,April,18,2019,Pb,W,13,BDL,0.792800191,1.585600382
599,157,April,18,2019,Se,F,1,BDL,0.142753534,0.285507068
600,158,April,18,2019,Se,F,2,BDL,0.142753534,0.285507068
601,159,April,18,2019,Se,F,3,BDL,0.142753534,0.285507068
602,160,April,18,2019,Se,F,4,BDL,0.142753534,0.285507068
603,161,April,18,2019,Se,F,5,BDL,0.142753534,0.285507068
604,163,April,18,2019,Se,F,6,BDL,0.142753534,0.285507068
605,164,April,18,2019,Se,F,7,BDL,0.142753534,0.285507068
606,165,April,18,2019,Se,F,8,BDL,0.142753534,0.285507068
607,166,April,18,2019,Se,F,9,BDL,0.142753534,0.285507068
608,168,April,18,2019,Se,F,10,BDL,0.142753534,0.285507068
609,169,April,18,2019,Se,F,11,BDL,0.142753534,0.285507068
610,170,April,18,2019,Se,F,12,BDL,0.142753534,0.285507068
611,171,April,18,2019,Se,F,13,BDL,0.142753534,0.285507068
612,56,April,18,2019,Se,W,1,0.66,0.66,0.285507068
613,57,April,18,2019,Se,W,2,0.86,0.86,0.285507068
614,58,April,18,2019,Se,W,3,0.8,0.8,0.285507068
615,59,April,18,2019,Se,W,4,0.8,0.8,0.285507068
616,60,April,18,2019,Se,W,5,BDL,0.142753534,0.285507068
617,62,April,18,2019,Se,W,6,0.6,0.6,0.285507068
618,63,April,18,2019,Se,W,7,0.66,0.66,0.285507068
619,64,April,18,2019,Se,W,8,BDL,0.142753534,0.285507068
620,65,April,18,2019,Se,W,9,BDL,0.142753534,0.285507068
621,66,April,18,2019,Se,W,10,1.290322581,1.290322581,0.285507068
622,67,April,18,2019,Se,W,11,BDL,0.142753534,0.285507068
623,68,April,18,2019,Se,W,12,0.74,0.74,0.285507068
624,70,April,18,2019,Se,W,13,BDL,0.142753534,0.285507068
625,157,April,18,2019,V,F,1,0.94,0.94,0.011338934
626,158,April,18,2019,V,F,2,0.94,0.94,0.011338934
627,159,April,18,2019,V,F,3,1.04,1.04,0.011338934
628,160,April,18,2019,V,F,4,1.04,1.04,0.011338934
629,161,April,18,2019,V,F,5,1.02,1.02,0.011338934
630,163,April,18,2019,V,F,6,1.2,1.2,0.011338934
631,164,April,18,2019,V,F,7,1.5,1.5,0.011338934
632,165,April,18,2019,V,F,8,1.5,1.5,0.011338934
633,166,April,18,2019,V,F,9,1.32,1.32,0.011338934
634,168,April,18,2019,V,F,10,1.52,1.52,0.011338934
635,169,April,18,2019,V,F,11,1.44,1.44,0.011338934
636,170,April,18,2019,V,F,12,1.1,1.1,0.011338934
637,171,April,18,2019,V,F,13,0.78,0.78,0.011338934
638,56,April,18,2019,V,W,1,1.36,1.36,0.011338934
639,57,April,18,2019,V,W,2,1.46,1.46,0.011338934
640,58,April,18,2019,V,W,3,1.4,1.4,0.011338934
641,59,April,18,2019,V,W,4,1.8,1.8,0.011338934
642,60,April,18,2019,V,W,5,1.6,1.6,0.011338934
643,62,April,18,2019,V,W,6,1.86,1.86,0.011338934
644,63,April,18,2019,V,W,7,2.44,2.44,0.011338934
645,64,April,18,2019,V,W,8,2.548387097,2.548387097,0.011338934
646,65,April,18,2019,V,W,9,2.18,2.18,0.011338934
647,66,April,18,2019,V,W,10,3.516129032,3.516129032,0.011338934
648,67,April,18,2019,V,W,11,1.62,1.62,0.011338934
649,68,April,18,2019,V,W,12,1.98,1.98,0.011338934
650,70,April,18,2019,V,W,13,1.28,1.28,0.011338934
651,157,April,18,2019,Zn,F,1,45.48,45.48,3.503999755
652,158,April,18,2019,Zn,F,2,49.68,49.68,3.503999755
653,159,April,18,2019,Zn,F,3,43.98,43.98,3.503999755
654,160,April,18,2019,Zn,F,4,46.22,46.22,3.503999755
655,161,April,18,2019,Zn,F,5,45.34,45.34,3.503999755
656,163,April,18,2019,Zn,F,6,49.48,49.48,3.503999755
657,164,April,18,2019,Zn,F,7,44.48,44.48,3.503999755
658,165,April,18,2019,Zn,F,8,42.48,42.48,3.503999755
659,166,April,18,2019,Zn,F,9,47.24,47.24,3.503999755
660,168,April,18,2019,Zn,F,10,44.7,44.7,3.503999755
661,169,April,18,2019,Zn,F,11,39.26,39.26,3.503999755
662,170,April,18,2019,Zn,F,12,37.72,37.72,3.503999755
663,171,April,18,2019,Zn,F,13,38.88,38.88,3.503999755
664,56,April,18,2019,Zn,W,1,51.8,51.8,3.503999755
665,57,April,18,2019,Zn,W,2,54.3,54.3,3.503999755
666,58,April,18,2019,Zn,W,3,41.22,41.22,3.503999755
667,59,April,18,2019,Zn,W,4,49.96,49.96,3.503999755
668,60,April,18,2019,Zn,W,5,49.74,49.74,3.503999755
669,62,April,18,2019,Zn,W,6,45.04,45.04,3.503999755
670,63,April,18,2019,Zn,W,7,54.1,54.1,3.503999755
671,64,April,18,2019,Zn,W,8,56.48387097,56.48387097,3.503999755
672,65,April,18,2019,Zn,W,9,37.88,37.88,3.503999755
673,66,April,18,2019,Zn,W,10,52.80645161,52.80645161,3.503999755
674,67,April,18,2019,Zn,W,11,35.68,35.68,3.503999755
675,68,April,18,2019,Zn,W,12,42.36,42.36,3.503999755
676,70,April,18,2019,Zn,W,13,28.3,28.3,3.503999755
677,281,August,7,2019,Al,F,1,8.2982,8.2982,0.919830294
678,284,August,7,2019,Al,F,2,9.684,9.684,0.919830294
679,285,August,7,2019,Al,F,3,9.121,9.121,0.919830294
680,286,August,7,2019,Al,F,4,11.9194,11.9194,0.919830294
681,287,August,7,2019,Al,F,5,8.162888889,8.162888889,0.919830294
682,288,August,7,2019,Al,F,6,7.736,7.736,0.919830294
683,289,August,7,2019,Al,F,7,9.409,9.409,0.919830294
684,290,August,7,2019,Al,F,8,8.884,8.884,0.919830294
685,291,August,7,2019,Al,F,9,8.2836,8.2836,0.919830294
686,292,August,7,2019,Al,F,10,7.649,7.649,0.919830294
687,293,August,7,2019,Al,F,11,6.5672,6.5672,0.919830294
688,296,August,7,2019,Al,F,12,14.7176,14.7176,0.919830294
689,299,August,7,2019,Al,F,13,11.474,11.474,0.919830294
690,491,August,7,2019,Al,W,1,76.1122,76.1122,1.292263503
691,492,August,7,2019,Al,W,2,89.7462,89.7462,1.292263503
692,493,August,7,2019,Al,W,3,62.9056,62.9056,1.292263503
693,494,August,7,2019,Al,W,4,66.4764,66.4764,1.292263503
694,496,August,7,2019,Al,W,5,46.6358,46.6358,1.292263503
695,498,August,7,2019,Al,W,6,92.0134,92.0134,1.292263503
696,499,August,7,2019,Al,W,7,49.0426,49.0426,1.292263503
697,500,August,7,2019,Al,W,8,49.4924,49.4924,1.292263503
698,502,August,7,2019,Al,W,9,60.8784,60.8784,1.292263503
699,503,August,7,2019,Al,W,10,130.3928,130.3928,1.292263503
700,504,August,7,2019,Al,W,11,148.0818,148.0818,1.292263503
701,505,August,7,2019,Al,W,12,87.185,87.185,1.292263503
702,506,August,7,2019,Al,W,13,69.6194,69.6194,1.292263503
703,281,August,7,2019,As,F,1,17.5178,17.5178,0.020404036
704,284,August,7,2019,As,F,2,16.8688,16.8688,0.020404036
705,285,August,7,2019,As,F,3,18.4072,18.4072,0.020404036
706,286,August,7,2019,As,F,4,19.628,19.628,0.020404036
707,287,August,7,2019,As,F,5,17.67555556,17.67555556,0.020404036
708,288,August,7,2019,As,F,6,17.2018,17.2018,0.020404036
709,289,August,7,2019,As,F,7,18.22,18.22,0.020404036
710,290,August,7,2019,As,F,8,17.9056,17.9056,0.020404036
711,291,August,7,2019,As,F,9,12.6146,12.6146,0.020404036
712,292,August,7,2019,As,F,10,12.424,12.424,0.020404036
713,293,August,7,2019,As,F,11,12.0822,12.0822,0.020404036
714,296,August,7,2019,As,F,12,6.9062,6.9062,0.020404036
715,299,August,7,2019,As,F,13,4.738,4.738,0.020404036
716,491,August,7,2019,As,W,1,19.1362,19.1362,0.009754999
717,492,August,7,2019,As,W,2,20.5436,20.5436,0.009754999
718,493,August,7,2019,As,W,3,15.3356,15.3356,0.009754999
719,494,August,7,2019,As,W,4,17.7358,17.7358,0.009754999
720,496,August,7,2019,As,W,5,18.9778,18.9778,0.009754999
721,498,August,7,2019,As,W,6,19.0278,19.0278,0.009754999
722,499,August,7,2019,As,W,7,19.5912,19.5912,0.009754999
723,500,August,7,2019,As,W,8,18.7868,18.7868,0.009754999
724,502,August,7,2019,As,W,9,13.8004,13.8004,0.009754999
725,503,August,7,2019,As,W,10,13.0002,13.0002,0.009754999
726,504,August,7,2019,As,W,11,12.745,12.745,0.009754999
727,505,August,7,2019,As,W,12,7.5944,7.5944,0.009754999
728,506,August,7,2019,As,W,13,5.1788,5.1788,0.009754999
729,281,August,7,2019,Cd,F,1,0.0178,0.0178,0.000571577
730,284,August,7,2019,Cd,F,2,0.021,0.021,0.000571577
731,285,August,7,2019,Cd,F,3,0.0338,0.0338,0.000571577
732,286,August,7,2019,Cd,F,4,0.0266,0.0266,0.000571577
733,287,August,7,2019,Cd,F,5,0.041333333,0.041333333,0.000571577
734,288,August,7,2019,Cd,F,6,0.052,0.052,0.000571577
735,289,August,7,2019,Cd,F,7,0.0478,0.0478,0.000571577
736,290,August,7,2019,Cd,F,8,0.045,0.045,0.000571577
737,291,August,7,2019,Cd,F,9,0.027,0.027,0.000571577
738,292,August,7,2019,Cd,F,10,0.0254,0.0254,0.000571577
739,293,August,7,2019,Cd,F,11,0.0256,0.0256,0.000571577
740,296,August,7,2019,Cd,F,12,0.0224,0.0224,0.000571577
741,299,August,7,2019,Cd,F,13,0.0188,0.0188,0.000571577
742,491,August,7,2019,Cd,W,1,0.0352,0.0352,0.003174902
743,492,August,7,2019,Cd,W,2,0.0584,0.0584,0.003174902
744,493,August,7,2019,Cd,W,3,0.0356,0.0356,0.003174902
745,494,August,7,2019,Cd,W,4,0.0436,0.0436,0.003174902
746,496,August,7,2019,Cd,W,5,0.0524,0.0524,0.003174902
747,498,August,7,2019,Cd,W,6,0.0786,0.0786,0.003174902
748,499,August,7,2019,Cd,W,7,0.0598,0.0598,0.003174902
749,500,August,7,2019,Cd,W,8,0.0488,0.0488,0.003174902
750,502,August,7,2019,Cd,W,9,0.039,0.039,0.003174902
751,503,August,7,2019,Cd,W,10,0.0568,0.0568,0.003174902
752,504,August,7,2019,Cd,W,11,0.055,0.055,0.003174902
753,505,August,7,2019,Cd,W,12,0.0406,0.0406,0.003174902
754,506,August,7,2019,Cd,W,13,0.0264,0.0264,0.003174902
755,281,August,7,2019,Co,F,1,0.1392,0.1392,0.0011
756,284,August,7,2019,Co,F,2,0.1372,0.1372,0.0011
757,285,August,7,2019,Co,F,3,0.1388,0.1388,0.0011
758,286,August,7,2019,Co,F,4,0.148,0.148,0.0011
759,287,August,7,2019,Co,F,5,0.138666667,0.138666667,0.0011
760,288,August,7,2019,Co,F,6,0.123,0.123,0.0011
761,289,August,7,2019,Co,F,7,0.1204,0.1204,0.0011
762,290,August,7,2019,Co,F,8,0.1244,0.1244,0.0011
763,291,August,7,2019,Co,F,9,0.1014,0.1014,0.0011
764,292,August,7,2019,Co,F,10,0.1122,0.1122,0.0011
765,293,August,7,2019,Co,F,11,0.1108,0.1108,0.0011
766,296,August,7,2019,Co,F,12,0.0896,0.0896,0.0011
767,299,August,7,2019,Co,F,13,0.1014,0.1014,0.0011
768,491,August,7,2019,Co,W,1,0.125,0.125,0.00192873
769,492,August,7,2019,Co,W,2,0.1472,0.1472,0.00192873
770,493,August,7,2019,Co,W,3,0.1224,0.1224,0.00192873
771,494,August,7,2019,Co,W,4,0.092,0.092,0.00192873
772,496,August,7,2019,Co,W,5,0.0858,0.0858,0.00192873
773,498,August,7,2019,Co,W,6,0.1018,0.1018,0.00192873
774,499,August,7,2019,Co,W,7,0.0876,0.0876,0.00192873
775,500,August,7,2019,Co,W,8,0.0762,0.0762,0.00192873
776,502,August,7,2019,Co,W,9,0.0742,0.0742,0.00192873
777,503,August,7,2019,Co,W,10,0.1006,0.1006,0.00192873
778,504,August,7,2019,Co,W,11,0.1256,0.1256,0.00192873
779,505,August,7,2019,Co,W,12,0.071,0.071,0.00192873
780,506,August,7,2019,Co,W,13,0.056,0.056,0.00192873
781,281,August,7,2019,Cr,F,1,BDL,0.066255736,0.132511472
782,284,August,7,2019,Cr,F,2,BDL,0.066255736,0.132511472
783,285,August,7,2019,Cr,F,3,BDL,0.066255736,0.132511472
784,286,August,7,2019,Cr,F,4,BDL,0.066255736,0.132511472
785,287,August,7,2019,Cr,F,5,BDL,0.066255736,0.132511472
786,288,August,7,2019,Cr,F,6,BDL,0.066255736,0.132511472
787,289,August,7,2019,Cr,F,7,BDL,0.066255736,0.132511472
788,290,August,7,2019,Cr,F,8,BDL,0.066255736,0.132511472
789,291,August,7,2019,Cr,F,9,BDL,0.066255736,0.132511472
790,292,August,7,2019,Cr,F,10,BDL,0.066255736,0.132511472
791,293,August,7,2019,Cr,F,11,BDL,0.066255736,0.132511472
792,296,August,7,2019,Cr,F,12,BDL,0.066255736,0.132511472
793,299,August,7,2019,Cr,F,13,0.2926,0.2926,0.132511472
794,491,August,7,2019,Cr,W,1,0.1254,0.1254,0.103757217
795,492,August,7,2019,Cr,W,2,0.1514,0.1514,0.103757217
796,493,August,7,2019,Cr,W,3,0.1152,0.1152,0.103757217
797,494,August,7,2019,Cr,W,4,0.1298,0.1298,0.103757217
798,496,August,7,2019,Cr,W,5,0.2068,0.2068,0.103757217
799,498,August,7,2019,Cr,W,6,0.1636,0.1636,0.103757217
800,499,August,7,2019,Cr,W,7,0.139,0.139,0.103757217
801,500,August,7,2019,Cr,W,8,0.1228,0.1228,0.103757217
802,502,August,7,2019,Cr,W,9,0.2584,0.2584,0.103757217
803,503,August,7,2019,Cr,W,10,0.2814,0.2814,0.103757217
804,504,August,7,2019,Cr,W,11,0.2124,0.2124,0.103757217
805,505,August,7,2019,Cr,W,12,0.17,0.17,0.103757217
806,506,August,7,2019,Cr,W,13,0.1074,0.1074,0.103757217
807,281,August,7,2019,Cu,F,1,3.2018,3.2018,0.135251296
808,284,August,7,2019,Cu,F,2,3.4858,3.4858,0.135251296
809,285,August,7,2019,Cu,F,3,4.901,4.901,0.135251296
810,286,August,7,2019,Cu,F,4,6.0118,6.0118,0.135251296
811,287,August,7,2019,Cu,F,5,7.430444444,7.430444444,0.135251296
812,288,August,7,2019,Cu,F,6,8.8964,8.8964,0.135251296
813,289,August,7,2019,Cu,F,7,9.6568,9.6568,0.135251296
814,290,August,7,2019,Cu,F,8,9.3584,9.3584,0.135251296
815,291,August,7,2019,Cu,F,9,6.062,6.062,0.135251296
816,292,August,7,2019,Cu,F,10,5.2084,5.2084,0.135251296
817,293,August,7,2019,Cu,F,11,5.023,5.023,0.135251296
818,296,August,7,2019,Cu,F,12,3.342,3.342,0.135251296
819,299,August,7,2019,Cu,F,13,2.4358,2.4358,0.135251296
820,491,August,7,2019,Cu,W,1,6.4608,6.4608,0.017351657
821,492,August,7,2019,Cu,W,2,7.67,7.67,0.017351657
822,493,August,7,2019,Cu,W,3,6.5666,6.5666,0.017351657
823,494,August,7,2019,Cu,W,4,7.6328,7.6328,0.017351657
824,496,August,7,2019,Cu,W,5,8.9968,8.9968,0.017351657
825,498,August,7,2019,Cu,W,6,14.166,14.166,0.017351657
826,499,August,7,2019,Cu,W,7,13.6196,13.6196,0.017351657
827,500,August,7,2019,Cu,W,8,11.1952,11.1952,0.017351657
828,502,August,7,2019,Cu,W,9,8.3614,8.3614,0.017351657
829,503,August,7,2019,Cu,W,10,8.1336,8.1336,0.017351657
